date,value,series
1977-09-01,87.8,Male employment rate (%)
1977-10-01,87.8,Male employment rate (%)
1977-11-01,87.7,Male employment rate (%)
1977-12-01,87.7,Male employment rate (%)
1978-01-01,87.7,Male employment rate (%)
1978-02-01,87.6,Male employment rate (%)
1978-03-01,87.5,Male employment rate (%)
1978-04-01,87.5,Male employment rate (%)
1978-05-01,87.4,Male employment rate (%)
1978-06-01,87.4,Male employment rate (%)
1978-07-01,87.3,Male employment rate (%)
1978-08-01,87.3,Male employment rate (%)
1978-09-01,87.3,Male employment rate (%)
1978-10-01,87.4,Male employment rate (%)
1978-11-01,87.4,Male employment rate (%)
1978-12-01,87.4,Male employment rate (%)
1979-01-01,87.4,Male employment rate (%)
1979-02-01,87.3,Male employment rate (%)
1979-03-01,87.3,Male employment rate (%)
1979-04-01,87.2,Male employment rate (%)
1979-05-01,87.2,Male employment rate (%)
1979-06-01,87.1,Male employment rate (%)
1979-07-01,87.1,Male employment rate (%)
1979-08-01,87.0,Male employment rate (%)
1979-09-01,86.9,Male employment rate (%)
1979-10-01,86.9,Male employment rate (%)
1979-11-01,86.7,Male employment rate (%)
1979-12-01,86.6,Male employment rate (%)
1980-01-01,86.4,Male employment rate (%)
1980-02-01,86.3,Male employment rate (%)
1980-03-01,86.1,Male employment rate (%)
1980-04-01,86.0,Male employment rate (%)
1980-05-01,85.7,Male employment rate (%)
1980-06-01,85.5,Male employment rate (%)
1980-07-01,85.2,Male employment rate (%)
1980-08-01,84.9,Male employment rate (%)
1980-09-01,84.5,Male employment rate (%)
1980-10-01,84.1,Male employment rate (%)
1980-11-01,83.7,Male employment rate (%)
1980-12-01,83.4,Male employment rate (%)
1981-01-01,83.0,Male employment rate (%)
1981-02-01,82.7,Male employment rate (%)
1981-03-01,82.4,Male employment rate (%)
1981-04-01,82.1,Male employment rate (%)
1981-05-01,81.8,Male employment rate (%)
1981-06-01,81.5,Male employment rate (%)
1981-07-01,81.3,Male employment rate (%)
1981-08-01,81.1,Male employment rate (%)
1981-09-01,80.8,Male employment rate (%)
1981-10-01,80.6,Male employment rate (%)
1981-11-01,80.4,Male employment rate (%)
1981-12-01,80.2,Male employment rate (%)
1982-01-01,80.0,Male employment rate (%)
1982-02-01,79.9,Male employment rate (%)
1982-03-01,79.8,Male employment rate (%)
1982-04-01,79.7,Male employment rate (%)
1982-05-01,79.5,Male employment rate (%)
1982-06-01,79.3,Male employment rate (%)
1982-07-01,79.1,Male employment rate (%)
1982-08-01,78.9,Male employment rate (%)
1982-09-01,78.7,Male employment rate (%)
1982-10-01,78.5,Male employment rate (%)
1982-11-01,78.2,Male employment rate (%)
1982-12-01,78.1,Male employment rate (%)
1983-01-01,77.9,Male employment rate (%)
1983-02-01,77.8,Male employment rate (%)
1983-03-01,77.6,Male employment rate (%)
1983-04-01,77.5,Male employment rate (%)
1983-05-01,77.4,Male employment rate (%)
1983-06-01,77.4,Male employment rate (%)
1983-07-01,77.5,Male employment rate (%)
1983-08-01,77.6,Male employment rate (%)
1983-09-01,77.7,Male employment rate (%)
1983-10-01,77.8,Male employment rate (%)
1983-11-01,77.8,Male employment rate (%)
1983-12-01,77.9,Male employment rate (%)
1984-01-01,77.9,Male employment rate (%)
1984-02-01,78.0,Male employment rate (%)
1984-03-01,78.0,Male employment rate (%)
1984-04-01,78.1,Male employment rate (%)
1984-05-01,78.1,Male employment rate (%)
1984-06-01,78.1,Male employment rate (%)
1984-07-01,78.1,Male employment rate (%)
1984-08-01,78.2,Male employment rate (%)
1984-09-01,78.2,Male employment rate (%)
1984-10-01,78.3,Male employment rate (%)
1984-11-01,78.3,Male employment rate (%)
1984-12-01,78.3,Male employment rate (%)
1985-01-01,78.3,Male employment rate (%)
1985-02-01,78.4,Male employment rate (%)
1985-03-01,78.4,Male employment rate (%)
1985-04-01,78.4,Male employment rate (%)
1985-05-01,78.3,Male employment rate (%)
1985-06-01,78.3,Male employment rate (%)
1985-07-01,78.3,Male employment rate (%)
1985-08-01,78.2,Male employment rate (%)
1985-09-01,78.2,Male employment rate (%)
1985-10-01,78.2,Male employment rate (%)
1985-11-01,78.1,Male employment rate (%)
1985-12-01,78.1,Male employment rate (%)
1986-01-01,78.0,Male employment rate (%)
1986-02-01,78.0,Male employment rate (%)
1986-03-01,77.9,Male employment rate (%)
1986-04-01,77.9,Male employment rate (%)
1986-05-01,77.8,Male employment rate (%)
1986-06-01,77.8,Male employment rate (%)
1986-07-01,77.8,Male employment rate (%)
1986-08-01,77.9,Male employment rate (%)
1986-09-01,77.9,Male employment rate (%)
1986-10-01,77.9,Male employment rate (%)
1986-11-01,77.9,Male employment rate (%)
1986-12-01,77.9,Male employment rate (%)
1987-01-01,77.9,Male employment rate (%)
1987-02-01,77.9,Male employment rate (%)
1987-03-01,78.0,Male employment rate (%)
1987-04-01,78.2,Male employment rate (%)
1987-05-01,78.4,Male employment rate (%)
1987-06-01,78.6,Male employment rate (%)
1987-07-01,78.8,Male employment rate (%)
1987-08-01,79.0,Male employment rate (%)
1987-09-01,79.2,Male employment rate (%)
1987-10-01,79.4,Male employment rate (%)
1987-11-01,79.6,Male employment rate (%)
1987-12-01,79.8,Male employment rate (%)
1988-01-01,80.0,Male employment rate (%)
1988-02-01,80.3,Male employment rate (%)
1988-03-01,80.4,Male employment rate (%)
1988-04-01,80.6,Male employment rate (%)
1988-05-01,80.7,Male employment rate (%)
1988-06-01,80.8,Male employment rate (%)
1988-07-01,80.9,Male employment rate (%)
1988-08-01,81.0,Male employment rate (%)
1988-09-01,81.1,Male employment rate (%)
1988-10-01,81.2,Male employment rate (%)
1988-11-01,81.4,Male employment rate (%)
1988-12-01,81.5,Male employment rate (%)
1989-01-01,81.7,Male employment rate (%)
1989-02-01,81.9,Male employment rate (%)
1989-03-01,82.1,Male employment rate (%)
1989-04-01,82.2,Male employment rate (%)
1989-05-01,82.3,Male employment rate (%)
1989-06-01,82.3,Male employment rate (%)
1989-07-01,82.4,Male employment rate (%)
1989-08-01,82.4,Male employment rate (%)
1989-09-01,82.4,Male employment rate (%)
1989-10-01,82.5,Male employment rate (%)
1989-11-01,82.5,Male employment rate (%)
1989-12-01,82.5,Male employment rate (%)
1990-01-01,82.5,Male employment rate (%)
1990-02-01,82.4,Male employment rate (%)
1990-03-01,82.4,Male employment rate (%)
1990-04-01,82.4,Male employment rate (%)
1990-05-01,82.4,Male employment rate (%)
1990-06-01,82.3,Male employment rate (%)
1990-07-01,82.2,Male employment rate (%)
1990-08-01,82.1,Male employment rate (%)
1990-09-01,81.9,Male employment rate (%)
1990-10-01,81.7,Male employment rate (%)
1990-11-01,81.4,Male employment rate (%)
1990-12-01,81.1,Male employment rate (%)
1991-01-01,80.8,Male employment rate (%)
1991-02-01,80.5,Male employment rate (%)
1991-03-01,80.2,Male employment rate (%)
1991-04-01,79.9,Male employment rate (%)
1991-05-01,79.5,Male employment rate (%)
1991-06-01,79.1,Male employment rate (%)
1991-07-01,78.7,Male employment rate (%)
1991-08-01,78.4,Male employment rate (%)
1991-09-01,78.1,Male employment rate (%)
1991-10-01,77.8,Male employment rate (%)
1991-11-01,77.6,Male employment rate (%)
1991-12-01,77.3,Male employment rate (%)
1992-01-01,77.2,Male employment rate (%)
1992-02-01,76.9,Male employment rate (%)
1992-03-01,76.7,Male employment rate (%)
1992-04-01,76.5,Male employment rate (%)
1992-05-01,76.4,Male employment rate (%)
1992-06-01,76.3,Male employment rate (%)
1992-07-01,76.2,Male employment rate (%)
1992-08-01,76.1,Male employment rate (%)
1992-09-01,75.8,Male employment rate (%)
1992-10-01,75.6,Male employment rate (%)
1992-11-01,75.3,Male employment rate (%)
1992-12-01,75.3,Male employment rate (%)
1993-01-01,75.2,Male employment rate (%)
1993-02-01,75.2,Male employment rate (%)
1993-03-01,75.0,Male employment rate (%)
1993-04-01,75.0,Male employment rate (%)
1993-05-01,75.1,Male employment rate (%)
1993-06-01,75.1,Male employment rate (%)
1993-07-01,75.1,Male employment rate (%)
1993-08-01,75.1,Male employment rate (%)
1993-09-01,75.1,Male employment rate (%)
1993-10-01,75.2,Male employment rate (%)
1993-11-01,75.1,Male employment rate (%)
1993-12-01,75.1,Male employment rate (%)
1994-01-01,75.4,Male employment rate (%)
1994-02-01,75.5,Male employment rate (%)
1994-03-01,75.6,Male employment rate (%)
1994-04-01,75.5,Male employment rate (%)
1994-05-01,75.5,Male employment rate (%)
1994-06-01,75.7,Male employment rate (%)
1994-07-01,75.7,Male employment rate (%)
1994-08-01,75.9,Male employment rate (%)
1994-09-01,76.0,Male employment rate (%)
1994-10-01,76.0,Male employment rate (%)
1994-11-01,76.0,Male employment rate (%)
1994-12-01,76.0,Male employment rate (%)
1995-01-01,76.0,Male employment rate (%)
1995-02-01,76.1,Male employment rate (%)
1995-03-01,76.1,Male employment rate (%)
1995-04-01,76.3,Male employment rate (%)
1995-05-01,76.3,Male employment rate (%)
1995-06-01,76.3,Male employment rate (%)
1995-07-01,76.4,Male employment rate (%)
1995-08-01,76.4,Male employment rate (%)
1995-09-01,76.4,Male employment rate (%)
1995-10-01,76.5,Male employment rate (%)
1995-11-01,76.7,Male employment rate (%)
1995-12-01,76.6,Male employment rate (%)
1996-01-01,76.5,Male employment rate (%)
1996-02-01,76.5,Male employment rate (%)
1996-03-01,76.5,Male employment rate (%)
1996-04-01,76.6,Male employment rate (%)
1996-05-01,76.5,Male employment rate (%)
1996-06-01,76.6,Male employment rate (%)
1996-07-01,76.7,Male employment rate (%)
1996-08-01,76.7,Male employment rate (%)
1996-09-01,76.7,Male employment rate (%)
1996-10-01,77.0,Male employment rate (%)
1996-11-01,77.0,Male employment rate (%)
1996-12-01,77.2,Male employment rate (%)
1997-01-01,77.4,Male employment rate (%)
1997-02-01,77.6,Male employment rate (%)
1997-03-01,77.8,Male employment rate (%)
1997-04-01,77.7,Male employment rate (%)
1997-05-01,77.8,Male employment rate (%)
1997-06-01,77.7,Male employment rate (%)
1997-07-01,77.8,Male employment rate (%)
1997-08-01,77.9,Male employment rate (%)
1997-09-01,78.1,Male employment rate (%)
1997-10-01,78.1,Male employment rate (%)
1997-11-01,78.2,Male employment rate (%)
1997-12-01,78.3,Male employment rate (%)
1998-01-01,78.4,Male employment rate (%)
1998-02-01,78.3,Male employment rate (%)
1998-03-01,78.2,Male employment rate (%)
1998-04-01,78.3,Male employment rate (%)
1998-05-01,78.3,Male employment rate (%)
1998-06-01,78.4,Male employment rate (%)
1998-07-01,78.5,Male employment rate (%)
1998-08-01,78.5,Male employment rate (%)
1998-09-01,78.4,Male employment rate (%)
1998-10-01,78.6,Male employment rate (%)
1998-11-01,78.6,Male employment rate (%)
1998-12-01,78.5,Male employment rate (%)
1999-01-01,78.6,Male employment rate (%)
1999-02-01,78.6,Male employment rate (%)
1999-03-01,78.6,Male employment rate (%)
1999-04-01,78.6,Male employment rate (%)
1999-05-01,78.7,Male employment rate (%)
1999-06-01,78.8,Male employment rate (%)
1999-07-01,78.9,Male employment rate (%)
1999-08-01,78.9,Male employment rate (%)
1999-09-01,79.0,Male employment rate (%)
1999-10-01,79.1,Male employment rate (%)
1999-11-01,79.1,Male employment rate (%)
1999-12-01,79.1,Male employment rate (%)
2000-01-01,78.9,Male employment rate (%)
2000-02-01,79.1,Male employment rate (%)
2000-03-01,79.2,Male employment rate (%)
2000-04-01,79.3,Male employment rate (%)
2000-05-01,79.2,Male employment rate (%)
2000-06-01,79.3,Male employment rate (%)
2000-07-01,79.3,Male employment rate (%)
2000-08-01,79.3,Male employment rate (%)
2000-09-01,79.2,Male employment rate (%)
2000-10-01,79.1,Male employment rate (%)
2000-11-01,79.2,Male employment rate (%)
2000-12-01,79.4,Male employment rate (%)
2001-01-01,79.3,Male employment rate (%)
2001-02-01,79.5,Male employment rate (%)
2001-03-01,79.4,Male employment rate (%)
2001-04-01,79.5,Male employment rate (%)
2001-05-01,79.2,Male employment rate (%)
2001-06-01,79.2,Male employment rate (%)
2001-07-01,79.3,Male employment rate (%)
2001-08-01,79.2,Male employment rate (%)
2001-09-01,79.2,Male employment rate (%)
2001-10-01,79.2,Male employment rate (%)
2001-11-01,79.1,Male employment rate (%)
2001-12-01,79.0,Male employment rate (%)
2002-01-01,79.0,Male employment rate (%)
2002-02-01,78.9,Male employment rate (%)
2002-03-01,78.9,Male employment rate (%)
2002-04-01,79.0,Male employment rate (%)
2002-05-01,79.0,Male employment rate (%)
2002-06-01,78.9,Male employment rate (%)
2002-07-01,79.0,Male employment rate (%)
2002-08-01,78.8,Male employment rate (%)
2002-09-01,79.2,Male employment rate (%)
2002-10-01,79.2,Male employment rate (%)
2002-11-01,79.5,Male employment rate (%)
2002-12-01,79.4,Male employment rate (%)
2003-01-01,79.1,Male employment rate (%)
2003-02-01,79.1,Male employment rate (%)
2003-03-01,79.2,Male employment rate (%)
2003-04-01,79.3,Male employment rate (%)
2003-05-01,79.5,Male employment rate (%)
2003-06-01,79.4,Male employment rate (%)
2003-07-01,79.3,Male employment rate (%)
2003-08-01,79.3,Male employment rate (%)
2003-09-01,79.2,Male employment rate (%)
2003-10-01,79.1,Male employment rate (%)
2003-11-01,79.0,Male employment rate (%)
2003-12-01,79.3,Male employment rate (%)
2004-01-01,79.4,Male employment rate (%)
2004-02-01,79.4,Male employment rate (%)
2004-03-01,79.3,Male employment rate (%)
2004-04-01,79.4,Male employment rate (%)
2004-05-01,79.2,Male employment rate (%)
2004-06-01,79.2,Male employment rate (%)
2004-07-01,79.2,Male employment rate (%)
2004-08-01,79.3,Male employment rate (%)
2004-09-01,79.2,Male employment rate (%)
2004-10-01,79.4,Male employment rate (%)
2004-11-01,79.4,Male employment rate (%)
2004-12-01,79.4,Male employment rate (%)
2005-01-01,79.4,Male employment rate (%)
2005-02-01,79.4,Male employment rate (%)
2005-03-01,79.2,Male employment rate (%)
2005-04-01,79.1,Male employment rate (%)
2005-05-01,79.1,Male employment rate (%)
2005-06-01,79.1,Male employment rate (%)
2005-07-01,79.1,Male employment rate (%)
2005-08-01,79.2,Male employment rate (%)
2005-09-01,79.0,Male employment rate (%)
2005-10-01,78.9,Male employment rate (%)
2005-11-01,78.9,Male employment rate (%)
2005-12-01,79.0,Male employment rate (%)
2006-01-01,78.9,Male employment rate (%)
2006-02-01,78.8,Male employment rate (%)
2006-03-01,79.0,Male employment rate (%)
2006-04-01,78.8,Male employment rate (%)
2006-05-01,78.8,Male employment rate (%)
2006-06-01,79.0,Male employment rate (%)
2006-07-01,79.1,Male employment rate (%)
2006-08-01,79.1,Male employment rate (%)
2006-09-01,79.0,Male employment rate (%)
2006-10-01,78.9,Male employment rate (%)
2006-11-01,78.9,Male employment rate (%)
2006-12-01,78.9,Male employment rate (%)
2007-01-01,78.8,Male employment rate (%)
2007-02-01,78.7,Male employment rate (%)
2007-03-01,78.8,Male employment rate (%)
2007-04-01,79.0,Male employment rate (%)
2007-05-01,78.9,Male employment rate (%)
2007-06-01,78.8,Male employment rate (%)
2007-07-01,78.9,Male employment rate (%)
2007-08-01,78.9,Male employment rate (%)
2007-09-01,79.0,Male employment rate (%)
2007-10-01,79.1,Male employment rate (%)
2007-11-01,79.1,Male employment rate (%)
2007-12-01,79.1,Male employment rate (%)
2008-01-01,79.1,Male employment rate (%)
2008-02-01,79.1,Male employment rate (%)
2008-03-01,79.1,Male employment rate (%)
2008-04-01,79.0,Male employment rate (%)
2008-05-01,78.9,Male employment rate (%)
2008-06-01,78.7,Male employment rate (%)
2008-07-01,78.4,Male employment rate (%)
2008-08-01,78.3,Male employment rate (%)
2008-09-01,78.1,Male employment rate (%)
2008-10-01,78.1,Male employment rate (%)
2008-11-01,78.0,Male employment rate (%)
2008-12-01,77.9,Male employment rate (%)
2009-01-01,77.6,Male employment rate (%)
2009-02-01,77.3,Male employment rate (%)
2009-03-01,76.9,Male employment rate (%)
2009-04-01,76.4,Male employment rate (%)
2009-05-01,76.0,Male employment rate (%)
2009-06-01,75.8,Male employment rate (%)
2009-07-01,75.7,Male employment rate (%)
2009-08-01,75.5,Male employment rate (%)
2009-09-01,75.5,Male employment rate (%)
2009-10-01,75.4,Male employment rate (%)
2009-11-01,75.3,Male employment rate (%)
2009-12-01,75.1,Male employment rate (%)
2010-01-01,75.0,Male employment rate (%)
2010-02-01,74.9,Male employment rate (%)
2010-03-01,75.0,Male employment rate (%)
2010-04-01,75.3,Male employment rate (%)
2010-05-01,75.4,Male employment rate (%)
2010-06-01,75.7,Male employment rate (%)
2010-07-01,75.8,Male employment rate (%)
2010-08-01,75.9,Male employment rate (%)
2010-09-01,75.7,Male employment rate (%)
2010-10-01,75.5,Male employment rate (%)
2010-11-01,75.7,Male employment rate (%)
2010-12-01,75.7,Male employment rate (%)
2011-01-01,75.8,Male employment rate (%)
2011-02-01,75.7,Male employment rate (%)
2011-03-01,75.8,Male employment rate (%)
2011-04-01,75.7,Male employment rate (%)
2011-05-01,75.6,Male employment rate (%)
2011-06-01,75.2,Male employment rate (%)
2011-07-01,75.2,Male employment rate (%)
2011-08-01,74.9,Male employment rate (%)
2011-09-01,75.0,Male employment rate (%)
2011-10-01,75.0,Male employment rate (%)
2011-11-01,75.2,Male employment rate (%)
2011-12-01,75.2,Male employment rate (%)
2012-01-01,75.5,Male employment rate (%)
2012-02-01,75.6,Male employment rate (%)
2012-03-01,75.7,Male employment rate (%)
2012-04-01,75.8,Male employment rate (%)
2012-05-01,76.1,Male employment rate (%)
2012-06-01,76.2,Male employment rate (%)
2012-07-01,76.4,Male employment rate (%)
2012-08-01,76.3,Male employment rate (%)
2012-09-01,76.3,Male employment rate (%)
2012-10-01,76.4,Male employment rate (%)
2012-11-01,76.4,Male employment rate (%)
2012-12-01,76.3,Male employment rate (%)
2013-01-01,76.0,Male employment rate (%)
2013-02-01,76.0,Male employment rate (%)
2013-03-01,76.0,Male employment rate (%)
2013-04-01,76.0,Male employment rate (%)
2013-05-01,76.1,Male employment rate (%)
2013-06-01,76.3,Male employment rate (%)
2013-07-01,76.4,Male employment rate (%)
2013-08-01,76.7,Male employment rate (%)
2013-09-01,76.8,Male employment rate (%)
2013-10-01,77.1,Male employment rate (%)
2013-11-01,77.0,Male employment rate (%)
2013-12-01,77.1,Male employment rate (%)
2014-01-01,77.3,Male employment rate (%)
2014-02-01,77.4,Male employment rate (%)
2014-03-01,77.6,Male employment rate (%)
2014-04-01,77.9,Male employment rate (%)
2014-05-01,77.8,Male employment rate (%)
2014-06-01,77.7,Male employment rate (%)
2014-07-01,78.0,Male employment rate (%)
2014-08-01,78.1,Male employment rate (%)
2014-09-01,77.9,Male employment rate (%)
2014-10-01,77.8,Male employment rate (%)
2014-11-01,78.0,Male employment rate (%)
2014-12-01,78.1,Male employment rate (%)
2015-01-01,78.3,Male employment rate (%)
2015-02-01,78.3,Male employment rate (%)
2015-03-01,78.2,Male employment rate (%)
2015-04-01,78.1,Male employment rate (%)
2015-05-01,78.2,Male employment rate (%)
2015-06-01,78.3,Male employment rate (%)
2015-07-01,78.5,Male employment rate (%)
2015-08-01,78.6,Male employment rate (%)
2015-09-01,79.0,Male employment rate (%)
2015-10-01,79.1,Male employment rate (%)
2015-11-01,79.2,Male employment rate (%)
2015-12-01,79.1,Male employment rate (%)
2016-01-01,79.1,Male employment rate (%)
2016-02-01,79.1,Male employment rate (%)
2016-03-01,79.2,Male employment rate (%)
2016-04-01,79.2,Male employment rate (%)
2016-05-01,79.3,Male employment rate (%)
2016-06-01,79.3,Male employment rate (%)
2016-07-01,79.4,Male employment rate (%)
2016-08-01,79.2,Male employment rate (%)
2016-09-01,79.1,Male employment rate (%)
2016-10-01,79.1,Male employment rate (%)
2016-11-01,79.2,Male employment rate (%)
2016-12-01,79.3,Male employment rate (%)
2017-01-01,79.3,Male employment rate (%)
2017-02-01,79.4,Male employment rate (%)
2017-03-01,79.4,Male employment rate (%)
2017-04-01,79.5,Male employment rate (%)
2017-05-01,79.7,Male employment rate (%)
2017-06-01,79.7,Male employment rate (%)
2017-07-01,79.6,Male employment rate (%)
2017-08-01,79.4,Male employment rate (%)
2017-09-01,79.3,Male employment rate (%)
2017-10-01,79.8,Male employment rate (%)
2017-11-01,79.6,Male employment rate (%)
2017-12-01,79.7,Male employment rate (%)
2018-01-01,79.7,Male employment rate (%)
2018-02-01,79.9,Male employment rate (%)
2018-03-01,79.9,Male employment rate (%)
2018-04-01,80.0,Male employment rate (%)
2018-05-01,80.0,Male employment rate (%)
2018-06-01,80.0,Male employment rate (%)
2018-07-01,80.0,Male employment rate (%)
2018-08-01,80.0,Male employment rate (%)
2018-09-01,80.2,Male employment rate (%)
2018-10-01,80.2,Male employment rate (%)
2018-11-01,80.2,Male employment rate (%)
2018-12-01,80.4,Male employment rate (%)
2019-01-01,80.3,Male employment rate (%)
2019-02-01,80.2,Male employment rate (%)
2019-03-01,80.3,Male employment rate (%)
2019-04-01,80.1,Male employment rate (%)
2019-05-01,80.1,Male employment rate (%)
2019-06-01,80.1,Male employment rate (%)
2019-07-01,80.1,Male employment rate (%)
2019-08-01,80.2,Male employment rate (%)
2019-09-01,80.2,Male employment rate (%)
2019-10-01,80.2,Male employment rate (%)
2019-11-01,80.4,Male employment rate (%)
2019-12-01,80.3,Male employment rate (%)
2020-01-01,80.4,Male employment rate (%)
2020-02-01,79.8,Male employment rate (%)
2020-03-01,79.5,Male employment rate (%)
2020-04-01,79.3,Male employment rate (%)
2020-05-01,79.2,Male employment rate (%)
2020-06-01,79.0,Male employment rate (%)
2020-07-01,78.4,Male employment rate (%)
2020-08-01,77.8,Male employment rate (%)
2020-09-01,77.6,Male employment rate (%)
2020-10-01,77.6,Male employment rate (%)
2020-11-01,77.4,Male employment rate (%)
2020-12-01,77.4,Male employment rate (%)
2021-01-01,77.4,Male employment rate (%)
2021-02-01,77.3,Male employment rate (%)
2021-03-01,77.3,Male employment rate (%)
2021-04-01,77.5,Male employment rate (%)
2021-05-01,77.7,Male employment rate (%)
2021-06-01,78.0,Male employment rate (%)
2021-07-01,78.1,Male employment rate (%)
2021-08-01,78.3,Male employment rate (%)
2021-09-01,78.3,Male employment rate (%)
2021-10-01,78.3,Male employment rate (%)
2021-11-01,78.3,Male employment rate (%)
2021-12-01,78.3,Male employment rate (%)
2022-01-01,78.3,Male employment rate (%)
2022-02-01,78.3,Male employment rate (%)
2022-03-01,78.4,Male employment rate (%)
2022-04-01,78.5,Male employment rate (%)
2022-05-01,78.3,Male employment rate (%)
2022-06-01,78.3,Male employment rate (%)
2022-07-01,78.3,Male employment rate (%)
2022-08-01,78.3,Male employment rate (%)
2022-09-01,78.4,Male employment rate (%)
2022-10-01,78.4,Male employment rate (%)
2022-11-01,78.5,Male employment rate (%)
2022-12-01,78.7,Male employment rate (%)
2023-01-01,78.7,Male employment rate (%)
2023-02-01,78.9,Male employment rate (%)
2023-03-01,79.0,Male employment rate (%)
2023-04-01,79.0,Male employment rate (%)
2023-05-01,78.8,Male employment rate (%)
2023-06-01,78.2,Male employment rate (%)
2023-07-01,77.7,Male employment rate (%)
2023-08-01,77.9,Male employment rate (%)
2023-09-01,77.9,Male employment rate (%)
2023-10-01,77.9,Male employment rate (%)
2023-11-01,77.9,Male employment rate (%)
2023-12-01,77.7,Male employment rate (%)
2024-01-01,77.5,Male employment rate (%)
2024-02-01,77.4,Male employment rate (%)
2024-03-01,77.2,Male employment rate (%)
2024-04-01,77.1,Male employment rate (%)
2024-05-01,77.4,Male employment rate (%)
2024-06-01,77.4,Male employment rate (%)
2024-07-01,77.8,Male employment rate (%)
2024-08-01,77.6,Male employment rate (%)
2024-09-01,77.9,Male employment rate (%)
2000-01-01,293,Avg weekly earnings (£)
2000-02-01,293,Avg weekly earnings (£)
2000-03-01,293,Avg weekly earnings (£)
2000-04-01,293,Avg weekly earnings (£)
2000-05-01,294,Avg weekly earnings (£)
2000-06-01,295,Avg weekly earnings (£)
2000-07-01,296,Avg weekly earnings (£)
2000-08-01,297,Avg weekly earnings (£)
2000-09-01,299,Avg weekly earnings (£)
2000-10-01,300,Avg weekly earnings (£)
2000-11-01,302,Avg weekly earnings (£)
2000-12-01,303,Avg weekly earnings (£)
2001-01-01,304,Avg weekly earnings (£)
2001-02-01,304,Avg weekly earnings (£)
2001-03-01,306,Avg weekly earnings (£)
2001-04-01,309,Avg weekly earnings (£)
2001-05-01,309,Avg weekly earnings (£)
2001-06-01,310,Avg weekly earnings (£)
2001-07-01,311,Avg weekly earnings (£)
2001-08-01,314,Avg weekly earnings (£)
2001-09-01,313,Avg weekly earnings (£)
2001-10-01,315,Avg weekly earnings (£)
2001-11-01,316,Avg weekly earnings (£)
2001-12-01,316,Avg weekly earnings (£)
2002-01-01,318,Avg weekly earnings (£)
2002-02-01,320,Avg weekly earnings (£)
2002-03-01,321,Avg weekly earnings (£)
2002-04-01,321,Avg weekly earnings (£)
2002-05-01,322,Avg weekly earnings (£)
2002-06-01,324,Avg weekly earnings (£)
2002-07-01,324,Avg weekly earnings (£)
2002-08-01,323,Avg weekly earnings (£)
2002-09-01,324,Avg weekly earnings (£)
2002-10-01,325,Avg weekly earnings (£)
2002-11-01,326,Avg weekly earnings (£)
2002-12-01,325,Avg weekly earnings (£)
2003-01-01,328,Avg weekly earnings (£)
2003-02-01,329,Avg weekly earnings (£)
2003-03-01,330,Avg weekly earnings (£)
2003-04-01,331,Avg weekly earnings (£)
2003-05-01,332,Avg weekly earnings (£)
2003-06-01,333,Avg weekly earnings (£)
2003-07-01,334,Avg weekly earnings (£)
2003-08-01,335,Avg weekly earnings (£)
2003-09-01,336,Avg weekly earnings (£)
2003-10-01,337,Avg weekly earnings (£)
2003-11-01,338,Avg weekly earnings (£)
2003-12-01,339,Avg weekly earnings (£)
2004-01-01,340,Avg weekly earnings (£)
2004-02-01,340,Avg weekly earnings (£)
2004-03-01,341,Avg weekly earnings (£)
2004-04-01,343,Avg weekly earnings (£)
2004-05-01,344,Avg weekly earnings (£)
2004-06-01,345,Avg weekly earnings (£)
2004-07-01,346,Avg weekly earnings (£)
2004-08-01,348,Avg weekly earnings (£)
2004-09-01,348,Avg weekly earnings (£)
2004-10-01,350,Avg weekly earnings (£)
2004-11-01,350,Avg weekly earnings (£)
2004-12-01,353,Avg weekly earnings (£)
2005-01-01,354,Avg weekly earnings (£)
2005-02-01,354,Avg weekly earnings (£)
2005-03-01,357,Avg weekly earnings (£)
2005-04-01,357,Avg weekly earnings (£)
2005-05-01,358,Avg weekly earnings (£)
2005-06-01,359,Avg weekly earnings (£)
2005-07-01,362,Avg weekly earnings (£)
2005-08-01,363,Avg weekly earnings (£)
2005-09-01,364,Avg weekly earnings (£)
2005-10-01,365,Avg weekly earnings (£)
2005-11-01,365,Avg weekly earnings (£)
2005-12-01,366,Avg weekly earnings (£)
2006-01-01,368,Avg weekly earnings (£)
2006-02-01,369,Avg weekly earnings (£)
2006-03-01,370,Avg weekly earnings (£)
2006-04-01,371,Avg weekly earnings (£)
2006-05-01,373,Avg weekly earnings (£)
2006-06-01,374,Avg weekly earnings (£)
2006-07-01,375,Avg weekly earnings (£)
2006-08-01,375,Avg weekly earnings (£)
2006-09-01,377,Avg weekly earnings (£)
2006-10-01,379,Avg weekly earnings (£)
2006-11-01,380,Avg weekly earnings (£)
2006-12-01,381,Avg weekly earnings (£)
2007-01-01,382,Avg weekly earnings (£)
2007-02-01,384,Avg weekly earnings (£)
2007-03-01,385,Avg weekly earnings (£)
2007-04-01,386,Avg weekly earnings (£)
2007-05-01,388,Avg weekly earnings (£)
2007-06-01,390,Avg weekly earnings (£)
2007-07-01,392,Avg weekly earnings (£)
2007-08-01,393,Avg weekly earnings (£)
2007-09-01,394,Avg weekly earnings (£)
2007-10-01,394,Avg weekly earnings (£)
2007-11-01,396,Avg weekly earnings (£)
2007-12-01,396,Avg weekly earnings (£)
